"","full_name","position","team","targets","rec","rec_yards","air_yards","yac","td","adot","racr","ms_air","tgt_share","wopr","ppr"
"101","Gerald Everett","TE","LA",60,37,408,487,178,2,8.1,0.84,0.13,0.13,0.29,89.8
"102","Jordan Akins","TE","HOU",55,36,418,375,246,2,6.8,1.11,0.08,0.1,0.21,89.8
"103","Albert Wilson","WR","MIA",62,43,351,347,179,1,5.6,1.01,0.08,0.12,0.24,88.6
"104","Adam Humphries","WR","TEN",47,37,374,351,120,2,7.5,1.07,0.13,0.14,0.3,86.5
"105","Eric Ebron","TE","IND",52,31,375,495,155,3,9.5,0.76,0.19,0.15,0.35,86.5
"106","O.J. Howard","TE","TB",53,34,459,538,150,1,10.2,0.85,0.1,0.1,0.21,85.9
"107","Ted Ginn","WR","NO",56,30,421,891,48,2,15.9,0.47,0.25,0.1,0.33,85.9
"108","Allen Hurns","WR","MIA",47,32,416,487,116,2,10.4,0.85,0.1,0.09,0.2,85.6
"109","Blake Jarwin","TE","DAL",41,31,365,333,157,3,8.1,1.1,0.06,0.07,0.16,85.5
"110","Demaryius Thomas","WR","NYJ",58,36,433,558,170,1,9.6,0.78,0.19,0.16,0.37,85.3
"111","Marquez Valdes-Scantling","WR","GB",56,26,452,954,151,2,17,0.47,0.2,0.1,0.29,84.1
"112","Vance McDonald","TE","PIT",55,38,273,277,172,3,5,0.99,0.08,0.12,0.24,83.5
"113","Tajae Sharpe","WR","TEN",35,25,329,498,58,4,14.2,0.66,0.14,0.09,0.24,81.9
"114","T.J. Hockenson","TE","DET",59,32,367,443,200,2,7.5,0.83,0.1,0.14,0.28,80.7
"115","Dawson Knox","TE","BUF",50,28,388,455,144,2,9.1,0.85,0.1,0.11,0.23,79.7
"116","Irv Smith","TE","MIN",47,36,311,265,136,2,5.6,1.17,0.08,0.11,0.22,79.1
"117","Bisi Johnson","WR","MIN",45,31,294,492,68,3,10.9,0.6,0.16,0.11,0.28,79
"118","Emmanuel Sanders","WR","DEN",44,30,367,425,118,2,9.7,0.86,0.27,0.19,0.47,78.7
"119","Keelan Cole","WR","JAC",35,24,361,374,99,3,10.7,0.97,0.11,0.08,0.2,78.7
"120","Hayden Hurst","TE","BAL",39,30,349,330,148,2,8.5,1.06,0.09,0.09,0.19,76.9
"121","Kaden Smith","TE","NYG",42,31,268,268,91,3,6.4,1,0.12,0.16,0.33,75.8
"122","Geronimo Allison","WR","GB",55,34,287,411,110,2,7.5,0.7,0.09,0.1,0.21,75.4
"123","Nick Boyle","TE","BAL",43,31,321,263,160,2,6.1,1.22,0.07,0.1,0.21,75.1
"124","Damiere Byrd","WR","ARI",46,32,359,458,150,1,10,0.78,0.16,0.12,0.29,73.9
"125","Will Dissly","TE","SEA",27,23,262,256,70,4,9.5,1.02,0.15,0.14,0.32,73.9
"126","Tre'Quan Smith","WR","NO",25,18,234,226,111,5,9,1.04,0.09,0.07,0.16,71.4
"127","Mohamed Sanu","WR","ATL",42,33,313,290,123,1,6.9,1.08,0.12,0.14,0.3,70.6
"128","Foster Moreau","TE","OAK",25,21,174,110,97,5,4.4,1.58,0.05,0.07,0.14,68.4
"129","Kelvin Harmon","WR","WAS",44,30,365,512,94,0,11.6,0.71,0.15,0.1,0.25,66.5
"130","Cody Latimer","WR","NYG",42,24,300,516,69,2,12.3,0.58,0.12,0.08,0.2,66
"131","Josh Hill","TE","NO",35,25,226,180,159,3,5.1,1.26,0.06,0.07,0.14,65.6
"132","Paul Richardson","WR","WAS",42,28,245,409,50,2,9.7,0.6,0.19,0.15,0.35,64.5
"133","DaeSean Hamilton","WR","DEN",52,28,297,438,128,1,8.4,0.68,0.14,0.12,0.28,63.7
"134","Isaiah McKenzie","WR","BUF",39,27,254,169,206,1,4.3,1.5,0.05,0.1,0.19,63.3
"135","C.J. Uzomah","TE","CIN",40,27,242,156,135,2,3.9,1.55,0.04,0.08,0.14,63.2
"136","Jakobi Meyers","WR","NE",41,26,359,422,114,0,10.3,0.85,0.12,0.09,0.22,61.9
"137","Josh Reynolds","WR","LA",43,21,326,467,139,1,10.9,0.7,0.1,0.07,0.17,61.9
"138","David Moore","WR","SEA",34,17,301,482,128,2,14.2,0.62,0.11,0.07,0.19,61.6
"139","Ricky Seals-Jones","TE","CLE",22,14,229,253,95,4,11.5,0.91,0.1,0.07,0.18,60.9
"140","Seth Roberts","WR","BAL",35,21,271,330,70,2,9.4,0.82,0.1,0.09,0.21,60.1
"141","Jarius Wright","WR","CAR",58,28,296,610,93,0,10.5,0.49,0.12,0.09,0.22,56.9
"142","Jeremy Sprinkle","TE","WAS",40,26,241,275,91,1,6.9,0.88,0.07,0.08,0.18,56.1
"143","Pharoh Cooper","WR","ARI",33,25,243,336,70,1,10.2,0.72,0.12,0.09,0.21,55.5
"144","Josh Gordon","WR","NE",36,20,287,355,126,1,9.9,0.81,0.19,0.15,0.37,54.8
"145","Keke Coutee","WR","HOU",36,22,254,272,140,0,7.6,0.93,0.1,0.12,0.26,54.8
"146","Delanie Walker","TE","TEN",31,21,215,234,66,2,7.5,0.92,0.18,0.18,0.39,54.5
"147","Mohamed Sanu","WR","NE",47,26,207,390,71,1,8.3,0.53,0.16,0.15,0.34,53.5
"148","Trey Quinn","WR","WAS",47,26,198,324,61,1,6.9,0.61,0.12,0.13,0.29,51.8
"149","Miles Boykin","WR","BAL",22,13,198,378,12,3,17.2,0.52,0.12,0.06,0.18,50.8
"150","Vyncint Smith","WR","NYJ",31,17,225,378,105,0,12.2,0.6,0.11,0.07,0.18,50.7
"151","Jaron Brown","WR","SEA",28,16,220,250,65,2,8.9,0.88,0.08,0.08,0.18,50
"152","Demetrius Harris","TE","CLE",27,15,149,170,68,3,6.3,0.88,0.04,0.06,0.11,47.9
"153","Charles Clay","TE","ARI",24,18,237,159,95,1,6.6,1.49,0.04,0.05,0.1,47.7
"154","Chester Rogers","WR","IND",28,16,179,239,69,2,8.5,0.75,0.1,0.09,0.2,47.7
"155","Tavon Austin","WR","DAL",24,13,177,317,85,1,13.2,0.56,0.06,0.04,0.11,47.4
"156","KeeSean Johnson","WR","ARI",42,21,187,366,43,1,8.7,0.51,0.14,0.12,0.27,46
"157","Malik Turner","WR","SEA",22,15,245,264,101,1,12,0.93,0.07,0.06,0.14,45.5
"158","Bennie Fowler","WR","NYG",36,23,193,370,29,0,10.3,0.52,0.16,0.11,0.29,44.3
"159","Justin Watson","WR","TB",26,15,159,352,14,2,13.5,0.45,0.09,0.07,0.17,42.9
"160","Javon Wims","WR","CHI",39,18,186,463,45,1,11.9,0.4,0.15,0.09,0.25,42.6
"161","Jakeem Grant","WR","MIA",33,19,164,406,87,0,12.3,0.4,0.14,0.1,0.25,41.9
"162","James O'Shaughnessy","TE","JAC",20,14,153,118,84,2,5.9,1.3,0.08,0.12,0.23,41.3
"163","Maxx Williams","TE","ARI",19,15,202,137,104,1,7.2,1.47,0.04,0.04,0.09,41.2
"164","Rhett Ellison","TE","NYG",28,18,167,158,83,1,5.6,1.06,0.05,0.07,0.15,40.7
"165","Scott Miller","WR","TB",26,13,200,465,36,1,17.9,0.43,0.12,0.07,0.19,40.6
"166","Anthony Firkser","TE","TEN",24,14,204,222,71,1,9.2,0.92,0.08,0.08,0.18,40.4
"167","Parris Campbell","WR","IND",24,18,127,198,96,1,8.2,0.64,0.11,0.1,0.24,40.1
"168","Jake Kumerow","WR","GB",21,12,219,317,85,1,15.1,0.69,0.09,0.05,0.14,39.9
"169","Marvin Hall","WR","DET",11,7,261,304,36,1,27.6,0.86,0.12,0.05,0.15,39.8
"170","N'Keal Harry","WR","NE",24,12,105,224,42,2,9.3,0.47,0.1,0.09,0.21,39.4
"171","Logan Thomas","TE","DET",28,16,173,251,73,1,9,0.69,0.05,0.05,0.11,39.3
"172","Justin Hardy","WR","ATL",26,19,195,199,81,0,7.7,0.98,0.05,0.05,0.11,38.5
"173","Marquise Goodwin","WR","SF",21,12,186,281,33,1,13.4,0.66,0.16,0.08,0.23,38.1
"174","Damion Ratley","WR","CLE",24,12,200,307,47,1,12.8,0.65,0.11,0.08,0.2,38
"175","Tim Patrick","WR","DEN",31,16,218,315,38,0,10.2,0.69,0.16,0.12,0.3,37.8
"176","DeSean Jackson","WR","PHI",10,9,159,147,15,2,14.7,1.08,0.23,0.13,0.35,36.9
"177","Marcedes Lewis","TE","GB",19,15,156,109,82,1,5.7,1.43,0.03,0.04,0.08,36.6
"178","Ross Dwelley","TE","SF",22,15,91,136,40,2,6.2,0.67,0.08,0.08,0.18,36.1
"179","Ian Thomas","TE","CAR",30,16,136,214,73,1,7.1,0.64,0.07,0.07,0.16,35.6
"180","Andy Isabella","WR","ARI",13,9,189,82,140,1,6.3,2.3,0.03,0.03,0.07,35.4
"181","Byron Pringle","WR","KC",16,12,170,178,63,1,11.1,0.96,0.04,0.04,0.08,35
"182","Zay Jones","WR","OAK",27,20,147,234,58,0,8.7,0.63,0.11,0.08,0.2,35
"183","Duke Williams","WR","BUF",19,12,166,210,50,1,11.1,0.79,0.2,0.14,0.36,34.6
"184","Benjamin Watson","TE","NE",24,17,173,224,83,0,9.3,0.77,0.08,0.07,0.15,34.3
"185","Dante Pettis","WR","SF",24,11,109,185,23,2,7.7,0.59,0.1,0.09,0.2,33.9
"186","Laquon Treadwell","WR","MIN",16,9,184,190,57,1,11.9,0.97,0.08,0.05,0.13,33.4
"187","J.J. Arcega-Whiteside","WR","PHI",22,10,169,392,16,1,17.8,0.43,0.13,0.06,0.17,32.9
"188","Derek Carrier","TE","OAK",19,13,108,183,51,1,9.6,0.59,0.08,0.05,0.13,32.5
"189","Matt LaCosse","TE","NE",19,13,131,134,46,1,7.1,0.98,0.05,0.06,0.13,32.1
"190","Kalif Raymond","WR","TEN",12,9,170,219,14,1,18.2,0.78,0.1,0.05,0.15,31.5
"191","Jeff Heuerman","TE","DEN",20,14,114,108,42,1,5.4,1.06,0.07,0.08,0.17,31.4
"192","Jesse James","TE","DET",27,16,142,169,65,0,6.3,0.84,0.04,0.06,0.11,30.2
"193","Jaeden Graham","TE","ATL",10,9,149,86,73,1,8.6,1.73,0.02,0.02,0.05,29.9
"194","Cordarrelle Patterson","WR","CHI",17,11,83,84,72,0,4.9,0.99,0.02,0.03,0.06,29.6
"195","Trevor Davis","WR","OAK",10,7,83,82,55,0,8.2,1.01,0.04,0.04,0.08,28.6
"196","Richie James","WR","SF",10,6,165,119,103,1,11.9,1.39,0.04,0.02,0.06,28.4
"197","Vernon Davis","TE","WAS",19,10,123,131,80,1,6.9,0.94,0.12,0.12,0.27,28.3
"198","Dan Arnold","TE","ARI",10,6,102,133,27,2,13.3,0.77,0.17,0.11,0.28,28.2
"199","DeAndre Carter","WR","HOU",14,11,162,151,57,0,10.8,1.07,0.03,0.03,0.06,27.2
"200","Robert Tonyan","TE","GB",15,10,100,158,26,1,10.5,0.63,0.05,0.05,0.1,26
"201","Seth DeValve","TE","JAC",18,12,140,104,61,0,5.8,1.35,0.06,0.07,0.15,26
"202","Nick Vannett","TE","PIT",17,13,128,122,63,0,7.2,1.05,0.04,0.05,0.1,25.8
"203","Hale Hentges","TE","WAS",14,8,103,106,47,1,7.6,0.97,0.09,0.09,0.2,24.3
"204","Keelan Doss","WR","OAK",14,11,133,124,57,0,8.9,1.07,0.1,0.07,0.18,24.3
"205","Ryan Izzo","TE","NE",9,6,114,78,50,1,8.7,1.46,0.04,0.04,0.09,23.4
"206","Virgil Green","TE","LAC",13,9,78,63,39,1,4.8,1.24,0.02,0.03,0.06,22.8
"207","Mack Hollins","WR","PHI",22,10,125,293,33,0,13.3,0.43,0.09,0.07,0.16,22.5
"208","Trey Burton","TE","CHI",24,14,84,125,36,0,5.2,0.67,0.07,0.09,0.19,22.4
"209","Devin Smith","WR","DAL",9,5,113,179,32,1,19.9,0.63,0.18,0.09,0.27,22.3
"210","Dontrelle Inman","WR","LAC",13,8,132,197,31,0,15.2,0.67,0.15,0.09,0.24,21.2
"211","MyCole Pruitt","TE","TEN",8,6,90,30,65,1,3.8,3,0.01,0.03,0.06,21
"212","Josh Gordon","WR","SEA",11,7,139,197,16,0,17.9,0.71,0.12,0.07,0.2,20.9
"213","Olamide Zaccheaus","WR","ATL",5,3,115,69,63,1,13.8,1.67,0.04,0.02,0.06,20.5
"214","Daniel Brown","TE","NYJ",11,7,72,111,21,1,10.1,0.65,0.04,0.03,0.07,20.2
"215","Christian Blake","WR","ATL",24,11,91,182,24,0,7.6,0.5,0.08,0.08,0.18,20.1
"216","Geoff Swaim","TE","JAC",17,13,65,55,46,0,3.2,1.18,0.03,0.08,0.15,19.5
"217","Tommy Sweeney","TE","BUF",13,8,114,118,38,0,9.1,0.97,0.09,0.07,0.17,19.4
"218","Tyler Kroft","TE","BUF",14,6,71,102,27,1,7.3,0.7,0.04,0.05,0.11,19.1
"219","Brandon Zylstra","WR","CAR",12,8,106,160,10,0,13.3,0.66,0.09,0.06,0.15,18.6
"220","Ben Braunecker","TE","CHI",11,6,59,111,25,1,10.1,0.53,0.07,0.06,0.14,17.9
"221","Braxton Berrios","WR","NYJ",13,6,115,132,87,0,10.2,0.87,0.03,0.02,0.06,17.5
"222","Mo Alie-Cox","TE","IND",11,8,93,58,60,0,5.3,1.6,0.02,0.03,0.07,17.3
"223","Antonio Callaway","WR","CLE",15,8,89,153,44,0,10.2,0.58,0.14,0.11,0.26,16.9
"224","Marcell Ateman","WR","OAK",10,5,116,154,19,0,15.4,0.75,0.14,0.07,0.2,16.6
"225","Adam Shaheen","TE","CHI",13,9,74,49,38,0,3.8,1.51,0.03,0.05,0.1,16.4
"226","J.P. Holtz","TE","CHI",8,7,91,16,79,0,2,5.69,0.01,0.03,0.05,16.1
"227","Stephen Carlson","TE","CLE",7,5,51,51,21,1,7.3,1,0.03,0.04,0.07,16.1
"228","Luke Willson","TE","SEA",10,8,79,72,38,0,7.2,1.1,0.03,0.05,0.09,15.9
"229","Troy Fumagalli","TE","DEN",9,6,38,41,14,1,4.6,0.93,0.03,0.04,0.08,15.8
"230","Rashard Higgins","WR","CLE",11,4,55,116,9,1,10.5,0.47,0.06,0.04,0.11,15.5
"231","David Njoku","TE","CLE",10,5,41,96,16,1,9.6,0.43,0.11,0.1,0.23,15.1
"232","Blake Bell","TE","KC",15,8,67,94,9,0,6.3,0.71,0.02,0.03,0.06,14.7
"233","Chris Hogan","WR","CAR",15,8,67,122,29,0,8.1,0.55,0.05,0.05,0.12,14.7
"234","Zay Jones","WR","BUF",18,7,69,250,19,0,13.9,0.28,0.18,0.12,0.31,13.9
"235","Tyler Conklin","TE","MIN",10,8,58,99,18,0,9.9,0.59,0.04,0.04,0.09,13.8
"236","Durham Smythe","TE","MIA",14,7,65,144,10,0,10.3,0.45,0.03,0.03,0.07,13.5
"237","Luke Stocker","TE","ATL",14,8,53,73,36,0,5.2,0.73,0.02,0.03,0.05,13.3
"238","Lee Smith","TE","BUF",5,4,31,70,9,1,14,0.44,0.03,0.02,0.05,13.1
"239","Riley Ridley","WR","CHI",7,6,69,62,15,0,8.9,1.11,0.07,0.06,0.13,12.9
"240","Robert Foster","WR","BUF",18,3,64,451,32,0,25.1,0.14,0.15,0.06,0.19,12.3
"241","Deon Cain","WR","PIT",6,5,72,84,11,0,14,0.86,0.07,0.04,0.11,12.2
"242","Trent Sherfield","WR","ARI",13,4,80,195,10,0,15,0.41,0.07,0.04,0.11,12
"243","Andre Patton","WR","LAC",17,6,56,299,28,0,17.6,0.19,0.13,0.05,0.17,11.6
"244","KhaDarel Hodge","WR","CLE",10,4,76,161,9,0,16.1,0.47,0.04,0.02,0.07,11.6
"245","Deonte Harris","WR","NO",6,6,24,-13,37,0,-2.2,-1.85,0,0.01,0.01,11.5
"246","Ryan Switzer","WR","PIT",11,8,27,17,17,0,1.5,1.59,0.01,0.04,0.06,10.7
"247","Clive Walford","TE","MIA",8,4,57,80,27,0,10,0.71,0.04,0.03,0.08,10.1
"248","Diontae Spencer","WR","DEN",8,6,31,49,33,0,6.1,0.63,0.01,0.02,0.03,9.7
"249","Ced Wilson","WR","DAL",8,5,46,134,11,0,16.8,0.34,0.09,0.05,0.14,9.6
"250","Cethan Carter","TE","CIN",3,2,13,8,5,1,2.7,1.62,0,0.01,0.02,9.3
"251","Deon Cain","WR","IND",14,4,52,143,11,0,10.2,0.36,0.11,0.07,0.18,9.2
"252","DeAndrew White","WR","CAR",9,4,51,133,28,0,14.8,0.38,0.05,0.03,0.07,9.1
"253","Chad Beebe","WR","MIN",2,2,70,2,66,0,1,35,0,0.03,0.05,9
"254","Travis Benjamin","WR","LAC",16,6,30,214,19,0,13.4,0.14,0.12,0.08,0.2,9
"255","Dontrelle Inman","WR","IND",8,4,49,77,11,0,9.6,0.64,0.1,0.09,0.21,8.9
"256","Ventell Bryant","WR","DAL",1,1,15,15,0,1,15,1,0.01,0,0.01,8.5
